ID_Z4	Plot_Z4	PHASE_Z4	Block_Z4	Scheme_Z4	SCH_ABV_Z4	KEY_Z4	Road_Z4	GD_ST_Z4	Plot_Area_Z4	DC_Z4	Total_Z4	2024_PAID_Z4	2025_PAID_Z4	Pending_Z4	PT_STATUS_Z4	AD_Z4	REMARKS_Z4	Category_Z4	EXTRA_Z4
545	164	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	164-B-BOR	BOR Main Road	Boundary Wall	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
546	165	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	165-B-BOR	BOR Main Road	Boundary Wall	10 Marla	0	0	285000	0	0	OTHER	SHAFIQ UR REHMAN	ASK AD IF PROPERTY IS STILL COMMERCIAL	ILLEGAL	
547	166	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	166-B-BOR	BOR Main Road	Perm Commercial	10 Marla	0	0	0	0	0	PERM COMMERCIAL	SHAFIQ UR REHMAN		PERM. COMM	
548	167	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	167-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	464625	285000	0	464625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
549	168	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	168-B-BOR	BOR Main Road	Boundary Wall	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
550	169	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	169-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
551	170	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	170-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
552	172	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	172-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
553	173	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	173-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
554	205	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	205-B-BOR	10	Illegal	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
555	210	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	210-B-BOR	11	Illegal	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
556	221	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	221-B-BOR	BOR Main Road	Temporary Construction	1 Kanal	2517000	1313250	0	0	1313250	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
557	222	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	222-B-BOR	BOR Main Road	Temporary Construction	1 Kanal	2517000	1013250	300000	0	1013250	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
558	223	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	223-B-BOR	BOR Main Road	Temporary Construction	1 Kanal	2517000	1559250	0	0	1559250	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
559	224	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	224-B-BOR	5	Illegal	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
560	234	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	234-B-BOR	11	Illegal	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
561	1	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	1-C-BOR	BOR Main Road	Temporary Construction	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
562	5	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	5-C-BOR	BOR Main Road	Temporary Construction	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
563	11	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	11-C-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	536700	0	0	536700	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
564	12	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	12-C-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	449625	150000	0	449625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
565	16	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	16-C-BOR	BOR Main Road	Constructed Commercial	10 Marla	2280000	285000	0	0	285000	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
566	17	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	17-C-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
567	18	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	18-C-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
568	19	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	19-C-BOR	BOR Main Road	Constructed Commercial	10 Marla	2280000	285000	0	0	285000	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
569	20	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	20-C-BOR	BOR Main Road	Constructed Residential	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
570	21	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	21-C-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
571	202	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	202-C-BOR	BOR Main Road	Constructed Residential	3 Marla	2517000	360510	0	0	360510	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
572	203	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	203-C-BOR	BOR Main Road	Temporary Construction	3 Marla	2517000	360510	0	0	360510	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
573	205	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	205-C-BOR	BOR Main Road	Vacant	3 Marla	0	0	0	0	0	TO BE DISCUSSED	SHAFIQ UR REHMAN		ILLEGAL	
574	206	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	206-C-BOR	BOR Main Road	Boundary Wall	3 Marla	0	0	0	0	0	ABANDONED	SHAFIQ UR REHMAN		ILLEGAL	
575	13A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	13A-C-BOR	BOR Main Road	Constructed Commercial	5 Marla	2517000	125850	100000	0	125850	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
576	Al makkah shattering	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	Al makkah shattering-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
577	Al Raziq Traders	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	Al Raziq Traders-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Kanal	1619875	1214906	0	0	1214906	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
578	bhoola auto workshop	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	bhoola auto workshop-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
579	Diamond room cooler	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	Diamond room cooler-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
580	Diamond room cooler ..	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	Diamond room cooler ..-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	8 Marla	1619875	161988	0	0	161988	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
581	Imran poultary	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	Imran poultary-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Kanal	1619875	1214906	0	0	1214906	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
582	imran poultary..	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	imran poultary..-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
583	khalid paints	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	khalid paints-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	48596	0	FULL PAYMENT	CONTROL AREA - IV		ILLEGAL	
584	Kia auto workshop	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	Kia auto workshop-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
585	Lazeezam	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	Lazeezam-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
586	LPG hawk energy	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	LPG hawk energy-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
587	MG Auto Honda	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	MG Auto Honda-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
588	new super gas	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	new super gas-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
589	orient ceramica	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	orient ceramica-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	11 Marla	1619875	222733	0	0	222733	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
590	shop	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	shop-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Marla	1619875	48596	0	0	48596	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
591	Suhail raza enterprises	CONTROL AREA - IV	MOUZA AMEER PURA	CONTROL AREA - IV	CA	Suhail raza enterprises-MOUZA AMEER PURA-CA	Pine Ave	Constructed Commercial	3 Kanal	1619875	1214906	0	0	1214906	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
592	003, B (Online Office)	CONTROL AREA - IV		CONTROL AREA - IV	CA	003, B (Online Office)--CA	Audit Main Rd	Constructed Commercial	4 Marla	1794250	71,770	0	0	71,770	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
593	005 B, (Beauty Talkz parlour)	CONTROL AREA - IV		CONTROL AREA - IV	CA	005 B, (Beauty Talkz parlour)--CA	Audit Main Rd	Constructed Commercial	4 Marla	1794250	71,770	0	0	71,770	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
594	006 B, (Umair Bhai plastic and China Sale)	CONTROL AREA - IV		CONTROL AREA - IV	CA	006 B, (Umair Bhai plastic and China Sale)--CA	Audit Main Rd	Constructed Commercial	4 Marla	1794250	158,570	0	0	158,570	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
595	011 B (orient )	CONTROL AREA - IV		CONTROL AREA - IV	CA	011 B (orient )--CA	Audit Main Rd	Constructed Commercial	4 Marla	1794250	71,770	0	0	71,770	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
596	015 B, (Faisal electric company )	CONTROL AREA - IV		CONTROL AREA - IV	CA	015 B, (Faisal electric company )--CA	Audit Main Rd	Constructed Commercial	5 Marla	1794250	89,713	0	0	89,713	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
597	Abdul Rehman Auto	CONTROL AREA - IV		CONTROL AREA - IV	CA	Abdul Rehman Auto--CA	Chanadin Road	Illegal	7 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
598	Abdul Rehman DC Inverter	CONTROL AREA - IV		CONTROL AREA - IV	CA	Abdul Rehman DC Inverter--CA	Defence Road	Constructed Commercial	1 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
599	Abdullah traders Defence Road	CONTROL AREA - IV		CONTROL AREA - IV	CA	Abdullah traders Defence Road--CA	Defence Road	Constructed Commercial	1 Kanal	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
600	Abu Tahir Estate Advisor+ National Aluminium Glass and steel	CONTROL AREA - IV		CONTROL AREA - IV	CA	Abu Tahir Estate Advisor+ National Aluminium Glass and steel--CA	Defence Road	Constructed Commercial	8 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
601	Afzal Real Estate-E1 JT	CONTROL AREA - IV		CONTROL AREA - IV	CA	Afzal Real Estate-E1 JT--CA	Other	Constructed Commercial	5 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
602	Ahmad cash and carry College Road	CONTROL AREA - IV		CONTROL AREA - IV	CA	Ahmad cash and carry College Road--CA	Collage Road	Constructed Commercial	19 Marla	3200000	1490000	0	0	1490000	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
603	Al makkah dry cleaner	CONTROL AREA - IV		CONTROL AREA - IV	CA	Al makkah dry cleaner--CA	Chanadin Road	Illegal	5 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
604	Albadar Mughlai Food	CONTROL AREA - IV		CONTROL AREA - IV	CA	Albadar Mughlai Food--CA	Defence Road	Constructed Commercial	1.5 Kanal	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
605	Aljanat Naan Shop-E1 JT	CONTROL AREA - IV		CONTROL AREA - IV	CA	Aljanat Naan Shop-E1 JT--CA	Other	Constructed Commercial	5 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
606	Allah ho auto workshop-E JT	CONTROL AREA - IV		CONTROL AREA - IV	CA	Allah ho auto workshop-E JT--CA	Other	Constructed Commercial	3 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
607	Almadni Aluminium	CONTROL AREA - IV		CONTROL AREA - IV	CA	Almadni Aluminium--CA	Defence Road	Constructed Commercial	7 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
608	Amir Khan Molding+Musa Hardware+Pan shop etc	CONTROL AREA - IV		CONTROL AREA - IV	CA	Amir Khan Molding+Musa Hardware+Pan shop etc--CA	Defence Road	Constructed Commercial	10 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
609	Amjad associate	CONTROL AREA - IV		CONTROL AREA - IV	CA	Amjad associate--CA	10	Illegal	5 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
610	Arena by SunRise, Main Boulevard Green Acres, off Pine Avenue Road	CONTROL AREA - IV		CONTROL AREA - IV	CA	Arena by SunRise, Main Boulevard Green Acres, off Pine Avenue Road--CA	Other	Constructed Commercial	2.5 Kanal	1619000	1011875	0	1011875	0	FULL PAYMENT	CONTROL AREA - IV		ILLEGAL	
611	Baba Gulab Sarya and Building Matreial Store	CONTROL AREA - IV		CONTROL AREA - IV	CA	Baba Gulab Sarya and Building Matreial Store--CA	Defence Road	Constructed Commercial	7 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
612	Bank Alflah+Subhan Marketing	CONTROL AREA - IV		CONTROL AREA - IV	CA	Bank Alflah+Subhan Marketing--CA	Defence Road	Constructed Commercial	17 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
613	Bedding house+Diamond Foam+Pharmacy	CONTROL AREA - IV		CONTROL AREA - IV	CA	Bedding house+Diamond Foam+Pharmacy--CA	Defence Road	Constructed Commercial	2.5 Kanal	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
614	Bhai Bhail Oil	CONTROL AREA - IV		CONTROL AREA - IV	CA	Bhai Bhail Oil--CA	Defence Road	Constructed Commercial	16 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
615	Bhutta Sanitary and Electric Store	CONTROL AREA - IV		CONTROL AREA - IV	CA	Bhutta Sanitary and Electric Store--CA	Defence Road	Constructed Commercial	2 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
616	Brighto Paint Store	CONTROL AREA - IV		CONTROL AREA - IV	CA	Brighto Paint Store--CA	Defence Road	Constructed Commercial	12 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
617	Brighto Paints+ Wallpaper etc	CONTROL AREA - IV		CONTROL AREA - IV	CA	Brighto Paints+ Wallpaper etc--CA	Defence Road	Constructed Commercial	7 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
618	Brighto+Architecture and consultant	CONTROL AREA - IV		CONTROL AREA - IV	CA	Brighto+Architecture and consultant--CA	Defence Road	Constructed Commercial	1 Kanal	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
619	Bukhari Carpet	CONTROL AREA - IV		CONTROL AREA - IV	CA	Bukhari Carpet--CA	Defence Road	Constructed Commercial	5 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
620	Bullet shah hotel+ steel works+Gas shop	CONTROL AREA - IV		CONTROL AREA - IV	CA	Bullet shah hotel+ steel works+Gas shop--CA	Defence Road	Constructed Commercial	1 Kanal	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
621	CA4-1	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-1--CA	Abaseen Avenue WAPDA Town	Constructed Commercial	1 Kanal	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
622	CA4-10	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-10--CA	Audit Main Rd	Constructed Commercial	1 Kanal	1794250	949,563	0	0	949,563	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
623	CA4-11	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-11--CA	Abaseen Avenue WAPDA Town	Constructed Commercial	1 Kanal	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
624	CA4-12	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-12--CA	Abaseen Avenue WAPDA Town	Constructed Commercial	10 Marla	2605000	325625	0	0	325625	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
625	CA4-13	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-13--CA	Abaseen Avenue WAPDA Town	Constructed Commercial	1 Kanal	2605000	781500	0	0	781500	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
626	CA4-14	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-14--CA	Abaseen Avenue WAPDA Town	Constructed Commercial	1 Kanal	2605000	781500	0	0	781500	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
627	CA4-2	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-2--CA	Chudary Rd	Constructed Commercial	6 Kanal	1794250	485,269	0	0	485,269	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
628	CA4-3	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-3--CA	Nasheman Main Boulevard	Constructed Commercial	5 Marla	1301125	124,806	0	0	124,806	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
629	CA4-4	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-4--CA	Nasheman Main Boulevard	Constructed Commercial	5 Marla	1301125	124,806	0	0	124,806	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
630	CA4-5	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-5--CA	Nasheman Main Boulevard	Constructed Commercial	7 Marla	1301125	218,411	0	0	218,411	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
631	CA4-6	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-6--CA	Nasheman Main Boulevard	Constructed Residential	1 Kanal	1301125	683,781	0	0	683,781	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
632	CA4-7	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-7--CA	Nasheman Main Boulevard	Constructed Commercial	1 Kanal	1301125	683,781	0	0	683,781	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
633	CA4-8	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-8--CA	Nasheman Main Boulevard	Constructed Commercial	1 Kanal	1301125	683,781	0	0	683,781	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
634	CA4-9	CONTROL AREA - IV		CONTROL AREA - IV	CA	CA4-9--CA	Audit Main Rd	Constructed Commercial	5 Marla	1794250	173,213	0	0	173,213	NOT PAID/ NOTICE ISSUED	CONTROL AREA - IV		ILLEGAL	
635	Caravan tile house	CONTROL AREA - IV		CONTROL AREA - IV	CA	Caravan tile house--CA	Defence Road	Constructed Commercial	7 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
636	Ceiling one solutions+ Cement Stock	CONTROL AREA - IV		CONTROL AREA - IV	CA	Ceiling one solutions+ Cement Stock--CA	Defence Road	Constructed Commercial	12 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
637	City paint house+DHA rahber traders	CONTROL AREA - IV		CONTROL AREA - IV	CA	City paint house+DHA rahber traders--CA	Defence Road	Constructed Commercial	7 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
638	CP Five Star	CONTROL AREA - IV		CONTROL AREA - IV	CA	CP Five Star--CA	Defence Road	Constructed Commercial	8 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
639	CPS Property Advisor-E1 JT	CONTROL AREA - IV		CONTROL AREA - IV	CA	CPS Property Advisor-E1 JT--CA	Other	Constructed Commercial	10 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
640	Cross Culture, Main Boulevard Green Acres, off Pine Avenue Road	CONTROL AREA - IV		CONTROL AREA - IV	CA	Cross Culture, Main Boulevard Green Acres, off Pine Avenue Road--CA	Other	Constructed Commercial	2.5 Kanal	870000	543750	0	543750	0	FULL PAYMENT	CONTROL AREA - IV		ILLEGAL	
641	Cubex Arena, Main Boulevard Green Acres, off Pine Avenue Road	CONTROL AREA - IV		CONTROL AREA - IV	CA	Cubex Arena, Main Boulevard Green Acres, off Pine Avenue Road--CA	Main Boulevard Green Acres, off Pine Avenue Road	Constructed Commercial	3.5 Kanal	1619000	1416625	0	100000	1316625	PARTIAL PAYMENT	CONTROL AREA - IV		ILLEGAL	
642	Diamond Plai Wood Hardware	CONTROL AREA - IV		CONTROL AREA - IV	CA	Diamond Plai Wood Hardware--CA	Defence Road	Constructed Commercial	19 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
643	Easy Fit Hardware	CONTROL AREA - IV		CONTROL AREA - IV	CA	Easy Fit Hardware--CA	Defence Road	Constructed Commercial	3 Marla	0	0	0	0	0	YET TO VISIT	CONTROL AREA - IV		ILLEGAL	
